poi_type,aspect,mentions,avg_sentiment,positive,negative,neutral
"night_club,bar,grocery_or_supermarket,food,store",good food,1,0.7,1,0,0
"night_club,bar,grocery_or_supermarket,food,store",good place,1,0.7,1,0,0
"night_club,bar,grocery_or_supermarket,food,store",good service,1,0.7,1,0,0
"night_club,bar,grocery_or_supermarket,food,store",korean,1,-0.56,0,1,0
"night_club,bar,grocery_or_supermarket,food,store",really awful,1,-0.56,0,1,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",love thai mart,2,0.1,2,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",hq,2,0.1,2,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",lays mieng kam krob ros,2,0.1,2,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",vegetarian noodles,2,0.25,2,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",live,1,0.1,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",july,1,0.1,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",citygate,1,0.1,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",beach road,1,0.1,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",st john,1,0.1,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,food,store",’ s,1,0.1,1,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",staff,3,0.37,3,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",came,2,0.29,2,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",cats interaction area,2,0.54,2,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",qq cat cats,1,0.4,1,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",go-to spot whenever,1,0.4,1,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",adorable cats,1,0.4,1,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",wide variety,1,0.4,1,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",cat breeds,1,0.4,1,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",good selection,1,0.4,1,0,0
"pet_store,cafe,bakery,bar,restaurant,food,store",special events,1,0.4,1,0,0
"doctor,spa,health",environment,1,0.32,1,0,0
"spa,lodging",marina,6,0.33,6,0,0
"spa,lodging",overall,3,0.27,2,0,1
"spa,lodging",conrad centennial singapore,3,0.29,3,0,0
"spa,lodging",conrad singapore marina,3,0.32,3,0,0
"spa,lodging",n't fault,2,0.47,2,0,0
"spa,lodging",’ s,2,0.33,2,0,0
"spa,lodging",rosa,2,0.45,2,0,0
"spa,lodging",april,2,0.15,2,0,0
"spa,lodging",executive king,2,0.15,2,0,0
"spa,lodging",millenia singapore,2,0.15,2,0,0
"gym,cafe,health,food,store",cute,1,0.29,1,0,0
"gym,cafe,health,food,store",quiet area,1,0.29,1,0,0
"gym,cafe,health,food,store",choco,1,0.29,1,0,0
"gym,cafe,health,food,store",didnt,1,0.29,1,0,0
"gym,cafe,health,food,store",original oreo,1,0.29,1,0,0
"gym,cafe,health,food,store",tiramisu cake,1,0.29,1,0,0
"gym,cafe,health,food,store",chocolate,1,0.29,1,0,0
"gym,cafe,health,food,store",ice cream okay,1,0.29,1,0,0
"gym,cafe,health,food,store",ice part,1,0.29,1,0,0
"gym,cafe,health,food,store",nice 👍,1,0.29,1,0,0
"pet_store,aquarium,general_contractor,store",rod,4,0.27,4,0,0
"pet_store,aquarium,general_contractor,store",walking,1,0.07,0,0,1
"pet_store,aquarium,general_contractor,store",iconic hawker center,1,0.07,0,0,1
"pet_store,aquarium,general_contractor,store",1st storey,1,0.07,0,0,1
"pet_store,aquarium,general_contractor,store",chinatown complex,1,0.07,0,0,1
"pet_store,aquarium,general_contractor,store",greenery plants overshadow,1,0.07,0,0,1
"pet_store,aquarium,general_contractor,store",terrarium glass containers,1,0.07,0,0,1
"pet_store,aquarium,general_contractor,store",terrarium accessories,1,0.07,0,0,1
"pet_store,aquarium,general_contractor,store",love,1,0.37,1,0,0
"pet_store,aquarium,general_contractor,store",fun making,1,0.37,1,0,0
"hair_care,beauty_salon,health",sandy,6,0.32,6,0,0
"hair_care,beauty_salon,health",centre,3,0.31,3,0,0
"hair_care,beauty_salon,health",great time,1,0.4,1,0,0
"hair_care,beauty_salon,health",beauty centre,1,0.4,1,0,0
"hair_care,beauty_salon,health",facial products,1,0.4,1,0,0
"hair_care,beauty_salon,health",time customer,1,0.4,1,0,0
"hair_care,beauty_salon,health",pigment problems,1,0.4,1,0,0
"hair_care,beauty_salon,health",skins appearance,1,0.4,1,0,0
"hair_care,beauty_salon,health",popular products,1,0.33,1,0,0
"hair_care,beauty_salon,health",long hours,1,0.33,1,0,0
"electronics_store,furniture_store,home_goods_store,store",xiong hui,3,0.41,3,0,0
"electronics_store,furniture_store,home_goods_store,store",mr harry,2,0.33,2,0,0
"electronics_store,furniture_store,home_goods_store,store",mr afiq,2,0.33,2,0,0
"electronics_store,furniture_store,home_goods_store,store",ipad promotion,1,0.41,1,0,0
"electronics_store,furniture_store,home_goods_store,store",mr koh xiong hui,1,0.41,1,0,0
"electronics_store,furniture_store,home_goods_store,store",ipad air,1,0.41,1,0,0
"electronics_store,furniture_store,home_goods_store,store",bank vouchers,1,0.41,1,0,0
"electronics_store,furniture_store,home_goods_store,store",courts jurong,1,0.41,1,0,0
"electronics_store,furniture_store,home_goods_store,store",pro-pencil,1,0.41,1,0,0
"electronics_store,furniture_store,home_goods_store,store",stock till,1,0.41,1,0,0
"cafe,night_club,bar,food",qiqi,4,0.47,4,0,0
"cafe,night_club,bar,food",cherish,3,0.47,3,0,0
"cafe,night_club,bar,food",jiarong,2,0.36,2,0,0
"cafe,night_club,bar,food",us,1,0.46,1,0,0
"cafe,night_club,bar,food",kpe,1,0.62,1,0,0
"cafe,night_club,bar,food",unfamiliar place,1,0.62,1,0,0
"cafe,night_club,bar,food",’ ve,1,0.62,1,0,0
"cafe,night_club,bar,food",multiple times,1,0.62,1,0,0
"cafe,night_club,bar,food",crowd,1,0.62,1,0,0
"cafe,night_club,bar,food",affordable drinks,1,0.62,1,0,0
"convenience_store,supermarket,grocery_or_supermarket,store,food",friendly,1,0.42,1,0,0
"convenience_store,supermarket,grocery_or_supermarket,store,food",cheap things,1,0.42,1,0,0
"physiotherapist,health,school",olive tree,4,0.28,4,0,0
"physiotherapist,health,school",ready,4,0.31,4,0,0
"physiotherapist,health,school",’ s,4,0.35,4,0,0
"physiotherapist,health,school",rlg,3,0.29,3,0,0
"physiotherapist,health,school",kaleidoscope,3,0.28,3,0,0
"physiotherapist,health,school",thank,2,0.27,2,0,0
"physiotherapist,health,school",early intervention program,2,0.3,2,0,0
"physiotherapist,health,school",eip,2,0.28,2,0,0
"physiotherapist,health,school",singapore,2,0.24,2,0,0
"physiotherapist,health,school",sincerely,1,0.14,1,0,0
"store,shopping_mall,electronics_store,home_goods_store",bought,3,0.36,3,0,0
"store,shopping_mall,electronics_store,home_goods_store",really,2,0.36,2,0,0
"store,shopping_mall,electronics_store,home_goods_store",cyrus,2,0.46,2,0,0
"store,shopping_mall,electronics_store,home_goods_store",great service,2,0.58,2,0,0
"store,shopping_mall,electronics_store,home_goods_store",different models,2,0.28,2,0,0
"store,shopping_mall,electronics_store,home_goods_store",highly,2,0.3,2,0,0
"store,shopping_mall,electronics_store,home_goods_store",brian,1,0.39,1,0,0
"store,shopping_mall,electronics_store,home_goods_store",product specifications,1,0.39,1,0,0
"store,shopping_mall,electronics_store,home_goods_store",great advice,1,0.39,1,0,0
"store,shopping_mall,electronics_store,home_goods_store",retail staff,1,0.39,1,0,0
"train_station,transit_station",singapore,3,0.4,3,0,0
"train_station,transit_station",free,2,0.4,2,0,0
"train_station,transit_station",uss,2,0.4,2,0,0
"train_station,transit_station",vivocity,2,0.4,2,0,0
"train_station,transit_station",cost journey,1,0.4,1,0,0
"train_station,transit_station",🎢🎡 #,1,0.4,1,0,0
"train_station,transit_station",travel,1,0.4,1,0,0
"train_station,transit_station",fun,1,0.4,1,0,0
"train_station,transit_station",took,1,0.16,1,0,0
"train_station,transit_station",vivo,1,0.16,1,0,0
"grocery_or_supermarket,convenience_store,food,store",friendly,1,0.17,1,0,0
"grocery_or_supermarket,convenience_store,food,store",great variety,1,0.17,1,0,0
"grocery_or_supermarket,convenience_store,food,store",daily necessity,1,0.17,1,0,0
"grocery_or_supermarket,convenience_store,food,store",strategic location,1,0.17,1,0,0
"grocery_or_supermarket,convenience_store,food,store",shopee collectio point,1,0.17,1,0,0
"grocery_or_supermarket,convenience_store,food,store",im,1,0.0,0,0,1
"grocery_or_supermarket,convenience_store,food,store",whats,1,0.0,0,0,1
"grocery_or_supermarket,convenience_store,food,store",thanks,1,0.25,1,0,0
"grocery_or_supermarket,convenience_store,food,store",counter staff,1,0.46,1,0,0
"grocery_or_supermarket,convenience_store,food,store",sk,1,0.46,1,0,0
"museum,store",futuregrail,7,0.31,7,0,0
"museum,store",sam,3,0.3,3,0,0
"museum,store",thank,2,0.27,2,0,0
"museum,store",will,2,0.27,2,0,0
"museum,store",september,1,0.3,1,0,0
"museum,store",good vibes,1,0.3,1,0,0
"museum,store",senior timepiece advisor,1,0.3,1,0,0
"museum,store",luxury watches,1,0.3,1,0,0
"museum,store",loved,1,0.48,1,0,0
"museum,store",rare collectibles,1,0.48,1,0,0
"bar,lodging,restaurant,food",elsie,3,0.42,3,0,0
"bar,lodging,restaurant,food",sg,2,0.21,2,0,0
"bar,lodging,restaurant,food",bistro,2,0.07,0,0,2
"bar,lodging,restaurant,food",thank,2,0.57,2,0,0
"bar,lodging,restaurant,food",went,1,0.16,1,0,0
"bar,lodging,restaurant,food",wedding type celebration,1,0.16,1,0,0
"bar,lodging,restaurant,food",small gathering,1,0.16,1,0,0
"bar,lodging,restaurant,food",location,1,0.16,1,0,0
"bar,lodging,restaurant,food",quietest places,1,0.27,1,0,0
"bar,lodging,restaurant,food",wedding site,1,0.27,1,0,0
"cafe,bakery,school,store,restaurant,food",black pepper,2,-0.08,0,0,2
"cafe,bakery,school,store,restaurant,food",fries,2,-0.08,0,0,2
"cafe,bakery,school,store,restaurant,food",onion rings,1,-0.08,0,0,1
"cafe,bakery,school,store,restaurant,food",came,1,-0.08,0,0,1
"cafe,bakery,school,store,restaurant,food",veg,1,-0.08,0,0,1
"cafe,bakery,school,store,restaurant,food",hi,1,-0.17,0,1,0
"cafe,bakery,school,store,restaurant,food",wahidah,1,-0.17,0,1,0
"cafe,bakery,school,store,restaurant,food",student name,1,-0.17,0,1,0
"cafe,bakery,school,store,restaurant,food",ayuni,1,-0.17,0,1,0
"cafe,bakery,school,store,restaurant,food",place talk,1,-0.17,0,1,0
"spa,beauty_salon,hospital,health",dr clement,2,0.36,2,0,0
"spa,beauty_salon,hospital,health",dr eugene,2,0.47,2,0,0
"spa,beauty_salon,hospital,health",visited dr cindy,1,0.48,1,0,0
"spa,beauty_salon,hospital,health",medical aesthetic,1,0.48,1,0,0
"spa,beauty_salon,hospital,health",cpf tampines,1,0.48,1,0,0
"spa,beauty_salon,hospital,health",wonderful experience,1,0.48,1,0,0
"spa,beauty_salon,hospital,health",youthful appearance,1,0.48,1,0,0
"spa,beauty_salon,hospital,health",fantastic experience,1,0.47,1,0,0
"spa,beauty_salon,hospital,health",excellent skincare treatment,1,0.47,1,0,0
"spa,beauty_salon,hospital,health",eugene,1,0.22,1,0,0
"convenience_store,atm,supermarket,grocery_or_supermarket,finance,store,food",stall attendant,1,0.06,0,0,1
"convenience_store,atm,supermarket,grocery_or_supermarket,finance,store,food",mineral water,1,0.06,0,0,1
"convenience_store,atm,supermarket,grocery_or_supermarket,finance,store,food",scan,1,0.06,0,0,1
"convenience_store,atm,supermarket,grocery_or_supermarket,finance,store,food",ytd,1,0.06,0,0,1
"convenience_store,atm,supermarket,grocery_or_supermarket,finance,store,food",harbourfront mrt cost $,1,0.06,0,0,1
"convenience_store,atm,supermarket,grocery_or_supermarket,finance,store,food",different favour,1,0.06,0,0,1
"tourist_attraction,car_rental,travel_agency",unreliable company,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",assigned,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",ateng,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",important overseas guests,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",furthermore,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",fadly,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",will,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",service providers,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",forthier customers,1,0.37,1,0,0
"tourist_attraction,car_rental,travel_agency",maxi cab,1,0.37,1,0,0
"dentist,insurance_agency,doctor,health",dr florence,4,0.24,3,0,1
"dentist,insurance_agency,doctor,health",laura,2,0.23,2,0,0
"dentist,insurance_agency,doctor,health",dr fung,1,0.02,0,0,1
"dentist,insurance_agency,doctor,health",have,1,0.02,0,0,1
"dentist,insurance_agency,doctor,health",wisdom tooth extraction surgery,1,0.3,1,0,0
"dentist,insurance_agency,doctor,health",nofrills dental,1,0.3,1,0,0
"dentist,insurance_agency,doctor,health",florence,1,0.3,1,0,0
"dentist,insurance_agency,doctor,health",whole staff,1,0.3,1,0,0
"dentist,insurance_agency,doctor,health",nurse diyannah,1,0.3,1,0,0
"dentist,insurance_agency,doctor,health",positive dental experience,1,0.3,1,0,0
"moving_company,storage",shalom,9,0.37,9,0,0
"moving_company,storage",hakim,3,0.33,3,0,0
"moving_company,storage",highly,3,0.28,3,0,0
"moving_company,storage",singapore,2,0.45,2,0,0
"moving_company,storage",great care,2,0.31,2,0,0
"moving_company,storage",aaron,2,0.33,2,0,0
"moving_company,storage",great job,2,0.41,2,0,0
"moving_company,storage",good service,2,0.33,2,0,0
"moving_company,storage",well,2,0.41,2,0,0
"moving_company,storage",thanks,2,0.32,2,0,0
real_estate_agency,thank,5,0.48,5,0,0
real_estate_agency,nice,2,0.29,2,0,0
real_estate_agency,thanks,2,0.32,2,0,0
real_estate_agency,marina,2,0.59,2,0,0
real_estate_agency,avoid,2,0.0,0,0,2
real_estate_agency,ca n't,2,-0.42,1,1,0
real_estate_agency,servcorp,2,0.49,2,0,0
real_estate_agency,mr. elson,2,0.57,2,0,0
real_estate_agency,community managers,1,0.48,1,0,0
real_estate_agency,siti,1,0.48,1,0,0
"pet_store,aquarium,store",uncle,2,0.26,2,0,0
"pet_store,aquarium,store",manage,1,0.19,1,0,0
"pet_store,aquarium,store",oto,1,0.19,1,0,0
"pet_store,aquarium,store",nerite snails,1,0.19,1,0,0
"pet_store,aquarium,store",spacious,1,0.19,1,0,0
"pet_store,aquarium,store",various collection,1,0.19,1,0,0
"pet_store,aquarium,store",different plecos,1,0.5,1,0,0
"pet_store,aquarium,store",great variety,1,0.54,1,0,0
"pet_store,aquarium,store",uncles,1,0.54,1,0,0
"pet_store,aquarium,store",price,1,0.54,1,0,0
"moving_company,school,store",’ s,6,0.23,6,0,0
"moving_company,school,store",ms doreen,6,0.25,6,0,0
"moving_company,school,store",piano,5,0.41,5,0,0
"moving_company,school,store",happy pianist,4,0.36,4,0,0
"moving_company,school,store",laurence,4,0.21,4,0,0
"moving_company,school,store",thank,4,0.22,4,0,0
"moving_company,school,store",teacher laurence,4,0.25,4,0,0
"moving_company,school,store",artist music studio,3,0.21,3,0,0
"moving_company,school,store",ariel,2,0.18,2,0,0
"moving_company,school,store",highly,2,0.33,2,0,0
"cafe,school,food",small,2,0.19,2,0,0
"cafe,school,food",’ m,2,0.38,2,0,0
"cafe,school,food",sandwiches,1,0.38,1,0,0
"cafe,school,food",superb,1,0.38,1,0,0
"cafe,school,food",gouda bbq chicken,1,0.38,1,0,0
"cafe,school,food",good mood,1,0.38,1,0,0
"cafe,school,food",simple,1,0.38,1,0,0
"cafe,school,food",will,1,0.38,1,0,0
"cafe,school,food",great service,1,0.19,1,0,0
"cafe,school,food",highlander,1,0.19,1,0,0
"hospital,health,store,food",ready,1,-0.01,0,0,1
"hospital,health,store,food",day 15mins,1,-0.01,0,0,1
"hospital,health,store,food",waste trip,1,-0.01,0,0,1
"hospital,health,store,food",therapist goh tp,1,0.26,1,0,0
"hospital,health,store,food",’ ve,1,0.26,1,0,0
"hospital,health,store,food",manage pain,1,0.26,1,0,0
"hospital,health,store,food",chronic neck tightness,1,0.26,1,0,0
"hospital,health,store,food",absolute lifesaver,1,0.26,1,0,0
"hospital,health,store,food",therapist goh,1,0.26,1,0,0
"hospital,health,store,food",'s approach,1,0.26,1,0,0
"primary_school,university,secondary_school,school",mr eio,9,0.32,9,0,0
"primary_school,university,secondary_school,school",o levels,2,0.32,2,0,0
"primary_school,university,secondary_school,school",excellent education,1,0.39,1,0,0
"primary_school,university,secondary_school,school",great choice,1,0.39,1,0,0
"primary_school,university,secondary_school,school",children need,1,0.39,1,0,0
"primary_school,university,secondary_school,school",learning,1,0.39,1,0,0
"primary_school,university,secondary_school,school",easy solutions,1,0.39,1,0,0
"primary_school,university,secondary_school,school",mathematics,1,0.39,1,0,0
"primary_school,university,secondary_school,school",certain topics,1,0.39,1,0,0
"primary_school,university,secondary_school,school",various different questions,1,0.39,1,0,0
"aquarium,pet_store,store,food",jaime,2,0.43,2,0,0
"aquarium,pet_store,store,food",jamie,2,0.34,2,0,0
"aquarium,pet_store,store,food",ur,2,0.34,2,0,0
"aquarium,pet_store,store,food",thank,2,0.4,2,0,0
"aquarium,pet_store,store,food",mr jaime,2,0.46,2,0,0
"aquarium,pet_store,store,food",visited spa,1,0.36,1,0,0
"aquarium,pet_store,store,food",good customer service satisfaction,1,0.36,1,0,0
"aquarium,pet_store,store,food",got,1,0.36,1,0,0
"aquarium,pet_store,store,food",cny,1,0.36,1,0,0
"aquarium,pet_store,store,food",1st day,1,0.36,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",singapore,2,0.36,2,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",favourite go-to,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",love,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",cozy vibes,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",used,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",word ’ s,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",’ s,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",great spot,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",chill night,1,0.42,1,0,0
"liquor_store,cafe,night_club,bar,restaurant,food,store",nice,1,0.34,1,0,0
"aquarium,tourist_attraction,restaurant,food",ocean restaurant,4,0.39,4,0,0
"aquarium,tourist_attraction,restaurant,food",unforgettable experience,2,0.58,2,0,0
"aquarium,tourist_attraction,restaurant,food",pea purée,2,0.13,2,0,0
"aquarium,tourist_attraction,restaurant,food",service staff,2,0.13,2,0,0
"aquarium,tourist_attraction,restaurant,food",may,2,0.13,2,0,0
"aquarium,tourist_attraction,restaurant,food",’ s,2,0.63,2,0,0
"aquarium,tourist_attraction,restaurant,food",bought,1,0.04,0,0,1
"aquarium,tourist_attraction,restaurant,food",anniversary lunch,1,0.04,0,0,1
"aquarium,tourist_attraction,restaurant,food",reservation,1,0.04,0,0,1
"aquarium,tourist_attraction,restaurant,food",impromptu request,1,0.04,0,0,1
"shoe_store,doctor,health,store",miku,3,0.31,3,0,0
"shoe_store,doctor,health,store",dr mark,2,0.36,2,0,0
"shoe_store,doctor,health,store",podiatry,2,0.21,2,0,0
"shoe_store,doctor,health,store",leg issues,1,0.43,1,0,0
"shoe_store,doctor,health,store",gave,1,0.43,1,0,0
"shoe_store,doctor,health,store",great advice,1,0.43,1,0,0
"shoe_store,doctor,health,store",treatment services,1,0.43,1,0,0
"shoe_store,doctor,health,store",walking,1,0.33,1,0,0
"shoe_store,doctor,health,store",great shoes,1,0.33,1,0,0
"shoe_store,doctor,health,store",shiori,1,0.33,1,0,0
cemetery,happy,2,0.2,2,0,0
cemetery,gan eng seng,2,0.27,2,0,0
cemetery,whole process,2,0.27,2,0,0
cemetery,thank,2,0.09,1,0,1
cemetery,paco,2,0.12,2,0,0
cemetery,may,2,0.11,1,0,1
cemetery,difficult time,2,0.08,0,0,2
cemetery,pet cremation,2,0.19,1,0,1
cemetery,remarkable man,1,0.75,1,0,0
cemetery,serene,1,0.75,1,0,0
car_rental,wallace,3,0.44,3,0,0
car_rental,returned,2,-0.14,0,1,1
car_rental,rental deposits,2,0.1,0,0,2
car_rental,’ s,2,0.04,1,1,0
car_rental,avoid,2,0.2,2,0,0
car_rental,access,1,0.09,0,0,1
car_rental,construction work,1,0.09,0,0,1
car_rental,friendly staff,1,0.09,0,0,1
car_rental,excellent experience,1,0.44,1,0,0
car_rental,wallace ang,1,0.44,1,0,0
"shopping_mall,home_goods_store,store",ms. tanuja,2,0.35,2,0,0
"shopping_mall,home_goods_store,store",thank,2,0.43,2,0,0
"shopping_mall,home_goods_store,store",tanuja,2,0.5,2,0,0
"shopping_mall,home_goods_store,store",stunning,1,0.5,1,0,0
"shopping_mall,home_goods_store,store",sale consultant,1,0.35,1,0,0
"shopping_mall,home_goods_store,store",korea wallpaper,1,0.35,1,0,0
"shopping_mall,home_goods_store,store",good experience,1,0.26,1,0,0
"shopping_mall,home_goods_store,store",wall paper,1,0.26,1,0,0
"shopping_mall,home_goods_store,store",overall,1,0.25,1,0,0
"shopping_mall,home_goods_store,store",pleasant experience,1,0.25,1,0,0
"secondary_school,primary_school,school",singapore,2,-0.04,0,0,2
"secondary_school,primary_school,school",sas,2,0.2,1,0,1
"secondary_school,primary_school,school",’ re,2,-0.05,0,0,2
"secondary_school,primary_school,school",don ’ t,2,-0.05,0,0,2
"secondary_school,primary_school,school",imagine,2,-0.01,0,0,2
"secondary_school,primary_school,school",poor knowledge,1,-0.08,0,0,1
"secondary_school,primary_school,school",personal experience,1,-0.08,0,0,1
"secondary_school,primary_school,school",school policy,1,-0.08,0,0,1
"secondary_school,primary_school,school",good infrastructure,1,-0.08,0,0,1
"secondary_school,primary_school,school",thank,1,-0.3,0,1,0
"meal_takeaway,cafe,restaurant,store,food",will,2,0.29,2,0,0
"meal_takeaway,cafe,restaurant,store,food",coffee,2,0.29,2,0,0
"meal_takeaway,cafe,restaurant,store,food",tried,1,0.67,1,0,0
"meal_takeaway,cafe,restaurant,store,food",morning coffee,1,0.67,1,0,0
"meal_takeaway,cafe,restaurant,store,food",nice,1,0.67,1,0,0
"meal_takeaway,cafe,restaurant,store,food",good value,1,0.67,1,0,0
"meal_takeaway,cafe,restaurant,store,food",coffee business,1,0.33,1,0,0
"meal_takeaway,cafe,restaurant,store,food",coffee connoisseurs,1,0.33,1,0,0
"meal_takeaway,cafe,restaurant,store,food",'re passionate,1,0.33,1,0,0
"meal_takeaway,cafe,restaurant,store,food",interesting conversation,1,0.33,1,0,0
"real_estate_agency,lodging",security officer,4,0.06,0,0,4
"real_estate_agency,lodging",’ s,2,0.02,0,0,2
"real_estate_agency,lodging",’ ve,2,0.02,0,0,2
"real_estate_agency,lodging",indian security guard,2,-0.14,0,2,0
"real_estate_agency,lodging",main entrance,2,0.06,0,0,2
"real_estate_agency,lodging",overall,1,0.02,0,0,1
"real_estate_agency,lodging",great place,1,0.02,0,0,1
"real_estate_agency,lodging",convenient—there ’ s,1,0.02,0,0,1
"real_estate_agency,lodging",mrt,1,0.02,0,0,1
"real_estate_agency,lodging",cold storage,1,0.02,0,0,1
"cemetery,funeral_home",centre,4,0.15,3,1,0
"cemetery,funeral_home",gmc,3,0.3,3,0,0
"cemetery,funeral_home",difficult time,3,0.12,2,1,0
"cemetery,funeral_home",goldhill,3,0.13,2,1,0
"cemetery,funeral_home",gerard,2,0.3,2,0,0
"cemetery,funeral_home",recent funeral wake,2,0.25,2,0,0
"cemetery,funeral_home",family member,2,0.25,2,0,0
"cemetery,funeral_home",full range,2,0.25,2,0,0
"cemetery,funeral_home",luckily,1,0.3,1,0,0
"cemetery,funeral_home",private columbarium,1,0.3,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",decided,2,-0.22,0,1,1
"bar,grocery_or_supermarket,restaurant,food,store",great place,2,0.23,2,0,0
"bar,grocery_or_supermarket,restaurant,food,store",really,1,0.25,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",korean,1,0.25,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",singapore,1,0.25,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",kimchi mac,1,0.25,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",wagyu,1,0.25,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",good tho,1,0.25,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",alcohol,1,0.17,1,0,0
"bar,grocery_or_supermarket,restaurant,food,store",honey,1,0.17,1,0,0
"night_club,bar,store",burrata,2,0.14,1,0,1
"night_club,bar,store",onion rings,2,0.58,2,0,0
"night_club,bar,store",pool table,2,0.04,0,0,2
"night_club,bar,store",didn ’ t,2,0.04,0,0,2
"night_club,bar,store",surprisingly,1,0.23,1,0,0
"night_club,bar,store",quiet haunt,1,0.23,1,0,0
"night_club,bar,store",key part,1,0.23,1,0,0
"night_club,bar,store",orchard,1,0.23,1,0,0
"night_club,bar,store",was,1,0.23,1,0,0
"night_club,bar,store",pool tables,1,0.23,1,0,0
"drugstore,pharmacy,store,health",western medicines,1,0.35,1,0,0
"drugstore,pharmacy,store,health",homeopathy meds,1,0.35,1,0,0
"drugstore,pharmacy,store,health",professional staff,1,0.07,0,0,1
"drugstore,pharmacy,store,health",medicine work wonders,1,0.07,0,0,1
"drugstore,pharmacy,store,health",great natural meds,1,0.45,1,0,0
"drugstore,pharmacy,store,health",infant son,1,0.45,1,0,0
"drugstore,pharmacy,store,health",certain illnesses,1,-0.01,0,0,1
"drugstore,pharmacy,store,health",ca n't,1,-0.01,0,0,1
"drugstore,pharmacy,store,health",doctor 's medicines,1,-0.01,0,0,1
"store,health",julia,3,0.28,3,0,0
"store,health",highly,3,0.23,3,0,0
"store,health",thank,2,0.26,2,0,0
"store,health",went,2,0.12,1,0,1
"store,health",contact lens,1,0.34,1,0,0
"store,health",thanks,1,0.34,1,0,0
"store,health",welcomed,1,0.25,1,0,0
"store,health",friendly staff,1,0.25,1,0,0
"store,health",busy time,1,0.25,1,0,0
"store,health",helpful,1,0.25,1,0,0
"book_store,university,home_goods_store,primary_school,school,store",outrageous,1,-0.21,0,1,0
"book_store,university,home_goods_store,primary_school,school,store",bad condition,1,-0.21,0,1,0
"book_store,university,home_goods_store,primary_school,school,store",hand shop,1,-0.21,0,1,0
"book_store,university,home_goods_store,primary_school,school,store",highly,1,0.16,1,0,0
"book_store,university,home_goods_store,primary_school,school,store",good selection,1,0.34,1,0,0
"book_store,university,home_goods_store,primary_school,school,store",granted,1,0.34,1,0,0
"book_store,university,home_goods_store,primary_school,school,store",good variety,1,0.34,1,0,0
"book_store,university,home_goods_store,primary_school,school,store",pretty penny,1,0.34,1,0,0
"book_store,university,home_goods_store,primary_school,school,store",yellow,1,0.08,0,0,1
"book_store,university,home_goods_store,primary_school,school,store",original sticker prices,1,0.08,0,0,1
"spa,beauty_salon,health",canning,3,0.42,3,0,0
"spa,beauty_salon,health",healing touch,2,0.39,2,0,0
"spa,beauty_salon,health",belinda,2,0.44,2,0,0
"spa,beauty_salon,health",healing,2,0.4,2,0,0
"spa,beauty_salon,health",good experiences,1,0.39,1,0,0
"spa,beauty_salon,health",nisa,1,0.39,1,0,0
"spa,beauty_salon,health",nice lady,1,0.39,1,0,0
